Post Author,Question,Reply Author,Reply
"weneville","Berikan contoh kasus yang mencerminkan pentingnya SCM","Kelompok15","Sebuah tim pengembang sedang mengerjakan pembaruan aplikasi e-commerce. Developer A memperbaiki bug di sistem pembayaran, sementara Developer B menambahkan fitur diskon baru. Keduanya mengubah file yang sama secara bersamaan tanpa SCM yang ketat.  Tanpa SCM, developer B dapat menimpa perubahan yang dibuat oleh developer A saat mengunggah code ke server."
"weneville","Berikan contoh kasus yang mencerminkan pentingnya SCM","Kelompok-13","Misalnya tim lagi ngerjain fitur baru selama seminggu, eh ternyata pas mau dirilis kodenya malah bikin sistem crash total. Berkat SCM, kita tinggal pencet tombol "Rollback" buat balikin aplikasi ke kondisi stabil kemarin dalam hitungan detik, tanpa harus pusing benerin manual satu satu."
"weneville","Berikan contoh kasus yang mencerminkan pentingnya SCM","Kelompok-8","Contohnya dua developer mengedit file yang sama tanpa version control, lalu salah satu perubahan tertimpa. Dengan SCM seperti Git, perubahan bisa di-merge, konflik bisa diselesaikan, dan history perubahan tetap tercatat."
"weneville","Berikan contoh kasus yang mencerminkan pentingnya SCM","Kelompok-4","Developer A baru saja menyelesaikan perbaikan untuk sebuah celah security yang kritis pada sistem. Di hari yang sama, Developer B sedang mengerjakan penambahan fitur profil pengguna dan bekerja secara bersamaan pada basis kode yang sama. Karena tidak ada kontrol versi dan manajemen perubahan, Developer B langsung menyimpan kodenya, yang tanpa sengaja menimpa dan menghapus perbaikan security dari Developer A. Ini adalah contoh nyata di mana tanpa kontrol perubahan yang baik, satu perubahan kecil bisa merusak fitur lain yang sudah berjalan.   Saat aplikasi dirilis dan celah tersebut akhirnya dimanfaatkan oleh pihak luar, tim kebingungan saat melakukan investigasi karena mereka tidak memiliki jejak audit (audit trail) atas perubahan yang terjadi."
"weneville","Berikan contoh kasus yang mencerminkan pentingnya SCM","Kelompok-10","Di tim itu, si A dan si B kebetulan ditugasin ngedit file yang sama, misalnya file payment.php. Si A udah selesai benerin bug di fitur transfer bank, terus dia save dan upload file-nya. Tapi di waktu yang sama, si B ternyata juga lagi ngoding fitur e-wallet di file yang sama dan langsung numpuk file yang baru aja di-upload si A. Hasilnya? Kodingan perbaikan bug milik si A hilang total tertimpa kerjaan si B. Kalau mereka nggak pakai SCM, mereka pasti bakal pusing nyari tahu kapan dan kenapa kodenya hilang, ujung-ujungnya terpaksa ngoding ulang dari awal."
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-5","Baseline dibuat setiap kali sebuah fase pengembangan atau fitur penting telah selesai diuji, disetujui secara resmi, dan dinyatakan stabil agar bisa digunakan sebagai titik acuan yang aman sebelum masuk ke step berikutnya"
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-14","Waktu yang tepat untuk membuat baseline dalam project adalah saat suatu bagian pekerjaan sudah stabil dan disepakati sebagai acuan. Baseline dibuat ketika kondisi project sudah cukup matang sehingga bisa dijadikan patokan tetap untuk perkembangan selanjutnya"
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-1","Waktu yang tepat untuk membuat baseline adalah ketika software sudah melalui proses review, dan sudah disetejui oleh Tim untuk menjadikan versi tersebut sebagai acuan referensi (baseline)."
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-12","Waktu paling tepat buat bikin baseline itu pas project kamu udah nyentuh titik pencapaian penting alias milestone, atau pas satu tahap kerjaan udah bener-bener beres dan disetujui bareng-bareng. Misalnya, pas semua fitur utama udah selesai dikoding, udah dites jalan lancar, dan dipastiin nggak ada error yang parah. Nah, di momen yang lagi aman dan stabil inilah kodingannya "dikunci" dan dijadiin baseline.  Selain itu, baseline juga wajib banget dibikin tepat sebelum aplikasinya dirilis ke pengguna atau sebelum masuk ke fase development yang baru. Tujuannya biar kalau nanti pas lagi nambahin fitur baru kodingannya malah hancur, atau aplikasinya tiba-tiba bermasalah pas dipakai, kita punya patokan versi stabil yang jelas buat ngebenerinnya. Intinya, baseline dibikin tiap kali tim sepakat kalau versi kodingan saat itu udah mantap, jadi disimpan sebagai patokan resmi sebelum lanjut ngotak-ngatik hal lain yang berisiko."
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-7","Waktu paling tepat untuk membuat baseline dalam sebuah project adalah pada momen ketika suatu bagian pekerjaan sudah mencapai kondisi stabil, disetujui, dan siap dijadikan acuan, misalnya setelah kebutuhan sistem (requirement) selesai dan divalidasi, setelah desain disepakati, atau setelah sebuah fitur atau versi aplikasi telah lolos testing dan siap dirilis; baseline tidak dibuat sembarangan di tengah perubahan yang masih sering terjadi, karena tujuannya adalah menjadi titik referensi yang jelas untuk membandingkan perubahan di masa depan, sehingga dalam praktik modern yang mengadopsi Agile dan DevOps, baseline biasanya dibuat lebih sering tetapi dalam lingkup kecil, seperti saat setiap sprint selesai atau ketika akan melakukan rilis versi tertentu, agar tim tetap bisa bergerak cepat tanpa kehilangan kontrol terhadap versi yang sudah dianggap stabil."
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok15","Waktu paling tepat untuk membuat baseline adalah pada milestone penting dari suatu proyek, yaitu setelah selesainya dokumen, desain, modul, atau versi software, terus direview, disetujui, dan cukup stabil untuk dijadikan acuan resmi bagi tahap berikutnya."
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-6","Baseline dibuat saat proyek sudah stabil dan siap dijadikan acuan, biasanya setelah tahap penting selesai dan lolos testing atau sebelum rilis. Intinya, saat versi tersebut cukup matang untuk dijadikan patokan."
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-13","Pas kita udah nyampe milestone penting. Contohnya pas akhir sebuah sprint, setelah selesai testing yang clean, atau tepat sebelum aplikasi mau di deploy buat produksi."
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-4","Waktu paling tepat untuk membuat baseline adalah setelah sebuah versi software atau dokumen selesai di-review dan resmi disetujui. Pada titik inilah hasil kerja dikunci menjadi acuan utama bagi tim, sehingga tidak bisa lagi diubah sembarangan tanpa melewati prosedur change control yang jelas."
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-8","Biasanya dibuat saat milestone penting, misalnya setelah requirement disetujui, desain selesai, atau sebelum release/testing besar. Intinya saat ada versi yang cukup stabil untuk dijadikan acuan."
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok-10","Waktu paling tepat buat bikin baseline itu pas kita udah nyelesaiin sebuah milestone penting dalam project dan hasil kerjanya udah di-review serta disetujui bareng-bareng sama tim. Contohnya, pas fase pengumpulan requirements udah final, atau pas desain arsitektur udah fix sebelum kita mulai ngetik kode"
"weneville","Kapan waktu paling tepat untuk membuat baseline dalam project?","Kelompok11","Baseline dalam project paling tepat dibuat pada setiap tahap penting ketika suatu deliverable sudah cukup stabil dan telah disetujui oleh stakeholder, seperti setelah requirement selesai, desain sistem ditetapkan, hasil development sudah stabil, dan sebelum proses release. Tujuannya adalah agar setiap perubahan setelah titik tersebut bisa dikontrol dengan jelas, sehingga memudahkan tracking, pengelolaan versi, serta menghindari perubahan yang tidak terstruktur selama proses pengembangan."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-12","Kalau tim development nggak pakai SCM sama sekali, hal pertama yang bakal kejadian adalah chaos waktu gabungin kodingan. Bayangin aja, kalau kita lagi ngerjain satu file yang sama bareng temen, terus pas mau disatuin malah kodingan kita ketimpa sama kodingan mereka. Akhirnya, ada baris kode yang hilang atau malah harus ngetik ulang dari awal karena nggak ada sistem otomatis yang ngatur bentrok atau conflict antar kode.  Terus, masalah fatal lainnya adalah kita nggak punya fitur undo kalau tiba-tiba project-nya error. Pas lagi asik ngoding terus tiba-tiba aplikasinya crash parah, kita bakal susah banget buat ngelacak siapa yang terakhir ngubah dan bagian mana yang bikin rusak. Mau nggak mau harus ngecek kode secara manual satu-satu, dan kita nggak bisa dengan gampang balik ke versi kodingan kemarin yang masih jalan normal.  Terakhir, proses kolaborasi bakal jadi super manual dan rawan banget kehilangan data. Tim yang nggak pakai SCM biasanya bakal oper-operan file source code lewat flashdisk, WhatsApp, atau Google Drive pakai nama file kayak "Project_Final", "Project_Final_Beneran", sampai "Project_Revisi_Fix_Banget". Selain bikin pusing nentuin mana versi yang paling update, kalau sewaktu-waktu laptop salah satu anggota tim rusak, kodingan yang ada di dalemnya bisa ikut lenyap tanpa sisa."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-14","Tanpa SCM, tim pengembangan akan terjebak dalam kekacauan kolaborasi karena tidak adanya sistem yang mengatur sinkronisasi kode antar pengembang. Risiko terbesar adalah terjadinya overwriting, di mana pekerjaan satu anggota tim tertimpa oleh anggota lain secara tidak sengaja saat menyimpan file di folder bersama. Selain itu, tim kehilangan kemampuan untuk melakukan rollback ke versi sebelumnya jika terjadi error fatal, serta tidak memiliki rekam jejak tentang siapa yang mengubah baris kode tertentu dan apa alasannya."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-5","Kalau tim development sama sekali tidak memakai Software Configuration Management (SCM), proses pembuatan software bisa jadi berantakan dan rawan error. Tanpa Version Control seperti Git, developer biasanya harus tukar file secara manual, yang berisiko bikin kode tertimpa atau hilang. Kalau ada kesalahan besar, tim juga sulit melakukan rollback ke versi yang sebelumnya stabil karena tidak ada riwayat perubahan yang jelas. Selain itu, tanpa SCM, proses tracking juga jadi susah. Saat muncul bug, tim akan kesulitan mencari bagian kode yang bermasalah, siapa yang mengubahnya, dan kenapa perubahan itu dibuat. Ditambah lagi, tanpa Build Tool seperti Apache Maven, sering muncul masalah "works on my machine", jalan di komputer developer, tapi error saat dijalankan di server karena dependency dan konfigurasi tidak seragam."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-5","Kalau tim development sama sekali tidak memakai Software Configuration Management (SCM), proses pembuatan software bisa jadi berantakan dan rawan error. Tanpa Version Control seperti Git, developer biasanya harus tukar file secara manual, yang berisiko bikin kode tertimpa atau hilang. Kalau ada kesalahan besar, tim juga sulit melakukan rollback ke versi yang sebelumnya stabil karena tidak ada riwayat perubahan yang jelas. Selain itu, tanpa SCM, proses tracking juga jadi susah. Saat muncul bug, tim akan kesulitan mencari bagian kode yang bermasalah, siapa yang mengubahnya, dan kenapa perubahan itu dibuat. Ditambah lagi, tanpa Build Tool seperti Apache Maven, sering muncul masalah "works on my machine", jalan di komputer developer, tapi error saat dijalankan di server karena dependency dan konfigurasi tidak seragam."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok15","Jika suatu tim development tidak menggunakan SCM, proyek bisa mengalami kekacauan versi, konflik antar developer, sulit melacak perubahan, tidak bisa rollback dengan mudah, testing tidak akan konsisten, dan risk kegagalan release meningkat."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-7","Tanpa SCM, tim development akan kesulitan mengontrol perubahan karena tidak ada pencatatan versi, sehingga tidak tahu siapa mengubah apa dan kapan, yang berujung pada konflik kode, bug sulit dilacak, dan tidak bisa rollback saat terjadi error; tanpa tools seperti Git atau GitHub, kolaborasi jadi tidak efisien, perubahan bisa saling menimpa, dan tim berisiko harus memperbaiki manual atau bahkan mengulang pekerjaan dari awal."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-6","Kalau tim developer tidak memakai SCM sama sekali, proyek mereka mudah jadi kacau karena tidak ada kontrol versi, tidak ada catatan perubahan, dan tidak ada koordinasi yang jelas. File bisa saling tertimpa, bug sulit dilacak, dan tim tidak tahu siapa mengubah apa. Saat terjadi error atau rilis, semuanya jadi lambat dan berisiko tinggi karena tidak ada acuan versi yang stabil. Akhirnya, pengembangan jadi tidak efisien dan rawan kesalahan."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-1","Jika Tim menjaankan project tanpa menjalankan SCM, project akan beresiko mengalami perupahan yang tak terkendali. Perubahan tak terkendali ini nantinya akan menyebabkan ketidak konsistenan dalam sistem dan akhirnya akan mengalami system downtime."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok11","Jika tim tidak mempunyai SCM (Software Configuration Management) sama sekali, maka akan muncul beberapa masalah. Pertama, tidak akan ada control versi sehingga kode bisa tertimpa ataupun hilang tanpa jejak sehingga tidak bisa diperbaiki secara mudah. Kedua, kolaborasi antar anggota akan lebih susah karena para anggota saling overwrite kodingan anggota lain. Ketiga, tidak ada Riwayat perubahan sehingga melacak penyebab masalahnya akan lebih susah."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-13","Bakal chaos parah. Tim bakal sering kejadian tindas menindas kode (saling overwriting), file hilang tanpa jejak, dan kita bakal kesulitan banget kalau mau kerja barengan di fitur yang sama dalam waktu bersamaan."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-4","Singkatnya, tanpa SCM, pengembangan software akan menjadi berantakan. Satu perubahan kecil bisa langsung merusak fitur lain yang tadinya sudah berjalan lancar. Tim developer juga akan kesulitan dan saling bertabrakan saat harus bekerja bareng mengedit kode yang sama. Akibatnya, kualitas aplikasi menjadi tidak terjamin, dan ketika terjadi kendala, tim tidak punya riwayat jejak untuk melacak masalahnya atau untuk memenuhi standar security."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-10","Kalau tim development sama sekali nggak pakai SCM, project-nya dijamin bakal kacau balau. Masalah paling utama itu source code rawan tertimpa kerjaan orang lain karena nggak ada sistem yang ngatur bentrok antar file. Kita juga bakal terjebak bikin backup manual pakai nama folder aneh-aneh kayak project_v1, project_v2, sampai project_final_banget yang bikin pusing sendiri. Selain itu, kalau tiba-tiba ada update yang bikin sistem error, kita nggak punya history siapa yang ngubah dan apa yang diubah, otomatis kita nggak bisa di-rollback ke versi sebelumnya yang stabil. Ujung-ujungnya kolaborasi tim jadi super lambat, berantakan, dan risiko kodenya rusak total jadi sangat besar."
"weneville","Apa yang terjadi ketika tim development tidak menggunakan SCM sama sekali?","Kelompok-8","tim bisa mengalami konflik kode, kehilangan versi penting, sulit tracking perubahan, bug sulit ditelusuri, dan kolaborasi jadi berantakan. Risiko project gagal atau terlambat juga lebih besar."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-5","Baseline tidak boleh diubah langsung karena jika diubah sembarangan, akan terjadi kekacauan koordinasi antar devloper, hilangnya history perubahan, dan rusaknya stabilitas sistem yang sudah dianggap stabil."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-1","karena baseline punya fungsi sebagai “ground truth” resmi yang jadi titik referensi terpercaya bagi seluruh tim. perubahan langsung bakal merusak integritas audit, memutus rantai traceability, dan berpotensi merusak pekerjaan anggota tim lain yang bergantung pada baseline yang sama. Selain itu, reproducibility build juga tidak bisa dijamin jika baseline bebas diubah"
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-1","Baseline tidak boleh diubah secara langsung karena baseline merupakan versi item konfigurasi yang telah ditinjau dan disepakati secara resmi, yang berfungsi sebagai landasan atau titik awal (starting point) untuk tahapan pengembangan selanjutnya . Untuk menjaga integritas perangkat lunak, setiap perubahan pada baseline harus dilakukan melalui prosedur pengendalian perubahan (change control procedures) yang formal."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-12","Di dunia SCM, baseline itu ibarat pondasi rumah atau titik checkpoint resmi yang udah disetujui bareng-bareng. Kalau aplikasinya udah mencapai tahap tertentu yang stabil dan fix, versi kodingan itu bakal dikunci dan dijadiin baseline. Nah, alasan paling utama kenapa kita nggak boleh ngotak-ngatik atau ngubah baseline ini secara langsung adalah demi menjaga kestabilan project. Kalau pondasinya diam-diam diubah tanpa sepengetahuan orang lain, semua fitur atau kodingan baru yang lagi dibangun di atas pondasi itu bisa ikut hancur atau berantakan karena pijakannya tiba-tiba beda.  Alasan kedua, ngubah baseline secara langsung bakal ngerusak fungsi "mesin waktu" atau sejarah kodingan kita. Baseline itu fungsinya sebagai patokan pasti buat ngebandingin versi yang lama sama versi yang baru. Kalau patokan awalnya aja diubah-ubah sesuka hati, kita bakal kehilangan jejak soal apa aja yang udah dikerjain, dan versi mana yang sebenernya udah disetujui aman. Ujung-ujungnya, kalau nanti ada error parah, kita nggak punya titik aman yang valid dan terpercaya buat ngelakuin undo.  Makanya, kalau emang harus ada perubahan di kode yang udah jadi baseline, aturannya nggak boleh asal timpa. Kita harus bikin "cabang" atau salinan baru dari baseline tersebut, ngelakuin perbaikan di salinan itu, dites lagi sampai bener-bener aman, baru deh minta persetujuan tim buat dijadiin baseline yang baru. Intinya, baseline itu kayak dokumen resmi yang udah dicap stempel; nggak boleh dicoret-coret pakai tipe-x sembarangan, tapi harus bikin dokumen revisi resmi kalau mau ada perubahan."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-6","Baseline tidak boleh diubah langsung karena harus tetap stabil, dipercaya, dan bisa dilacak"
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok15","Baseline tidak boleh diubah secara langsung karena baseline adalah versi resmi yang menjadi acuan dari suatu proyek. Perubahan langsung dapat menyebabkan hilangnya kontrol versi, konflik antar tim, sulit tracking perubahan, dan menurunkan kualitas software. Perubahan harus melalui procedure change management yang akan menghasilkan baseline baru."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-13","Karena baseline itu jadi titik acuan resmi dalam proyek. Kalau diubah sembarangan, bisa kehilangan patokan awal, akhirnya susah ngecek apakah suatu perubahan itu memang peningkatan, malah bikin error, atau berdampak ke bagian lain."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-14","Baseline dalam manajemen proyek atau pengembangan perangkat lunak tidak boleh diubah secara langsung karena ia berfungsi sebagai patokan tetap yang digunakan untuk mengukur kinerja, kemajuan, dan keberhasilan suatu proyek. Jika baseline terus-menerus diubah secara informal, tim akan kehilangan kemampuan untuk melakukan perbandingan antara rencana awal dengan realisasi langsung di lapangan, yang mengakibatkan hilangnya kendali terhadap ruang lingkup, jadwal, dan biaya."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok11","Baseline merupakan reference point yang dipercayai untuk membandingkan perubahan atau mendeteksi anomali. Jika baseline diubah, maka kegunaan baseline sebagai reference point tersebut tidak akan berjalan karena sudah tidak akurat."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-10","Baseline itu ibarat pondasi utama atau titik acuan stabil yang udah disepakati bareng sama tim dalam sebuah project software. Kenapa nggak boleh diubah secara langsung sesuka hati? Karena kalau setiap developer bisa bebas ngedit file intinya tanpa prosedur, project-nya pasti bakal kacau balau dan rawan error parah. Bayangin kalau kamu lagi ngoding fitur baru pakai patokan versi A, tapi tiba-tiba teman ngubah baseline-nya secara sepihak jadi versi B, otomatis kerjaan bakal bentrok dan susah di-merge. Selain itu, ngubah langsung tanpa lewat sistem kontrol (kayak pull request atau formal review) bikin kita kehilangan jejak history commit secara detail. Jadi kalau misal update terbarunya malah ngerusak sistem di production, kita bakal pusing nyari tahu siapa yang salah dan susah banget buat rollback ke versi lama yang masih jalan normal. Makanya, perubahan apa pun ke baseline harus lewat proses persetujuan dulu biar kode tetap konsisten dan aman buat semua orang di tim"
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-4","Baseline tidak boleh diubah secara langsung karena baseline merupakan versi resmi yang sudah disetujui untuk menjadi acuan atau patokan utama bagi seluruh tim. Jika diubah sembarangan tanpa melalui prosedur yang jelas, tim akan kehilangan titik referensi yang konsisten, sehingga perubahan-perubahan selanjutnya menjadi berantakan dan sulit untuk dilacak, dibandingkan, maupun dikontrol."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-7","Karena baseline berfungsi sebagai titik acuan yang sudah disepakati, sehingga jika diubah sembarangan maka acuan tersebut menjadi tidak lagi relevan. Akibatnya tim akan kesulitan dan berisiko menimbulkan inkonsistensi dalam proses pengembangannya. Jika adanya perubahan sebaiknya dilakukan saat proses pembuatan atau proses evaluasi baseline."
"weneville","Kenapa baseline tidak boleh diubah secara langsung?","Kelompok-8","Karena baseline adalah titik acuan resmi dalam project. Jika diubah langsung tanpa kontrol, bisa menyebabkan inkonsistensi, konflik, dan sulit melacak perubahan. Perubahan pada baseline harus lewat change control process."
"adminkel2","Hi All, reply buat jawab ya. Kalau pakai akun selain yang udah kita buatin, tolong cantumin nomer kelompoknya. Thank you dan good luck","Kelompok-5","oke"
"adminkel2","Hi All, reply buat jawab ya. Kalau pakai akun selain yang udah kita buatin, tolong cantumin nomer kelompoknya. Thank you dan good luck","Kelompok-12","sipp"
"adminkel2","Hi All, reply buat jawab ya. Kalau pakai akun selain yang udah kita buatin, tolong cantumin nomer kelompoknya. Thank you dan good luck","Kelompok-1","ok"
"adminkel2","Hi All, reply buat jawab ya. Kalau pakai akun selain yang udah kita buatin, tolong cantumin nomer kelompoknya. Thank you dan good luck","Kelompok-14","ok"
"adminkel2","Hi All, reply buat jawab ya. Kalau pakai akun selain yang udah kita buatin, tolong cantumin nomer kelompoknya. Thank you dan good luck","Kelompok-7","Siap"
"adminkel2","Hi All, reply buat jawab ya. Kalau pakai akun selain yang udah kita buatin, tolong cantumin nomer kelompoknya. Thank you dan good luck","Kelompok-13","Ok"
"adminkel2","Hi All, reply buat jawab ya. Kalau pakai akun selain yang udah kita buatin, tolong cantumin nomer kelompoknya. Thank you dan good luck","Kelompok11","Yessirrrr"
"adminkel2","Hi All, reply buat jawab ya. Kalau pakai akun selain yang udah kita buatin, tolong cantumin nomer kelompoknya. Thank you dan good luck","Kelompok-3","kelompok 3 hadir"
"weneville","Apa perbedaan dari version control, issue tracking, dan build tool dalam konteks scm?","Kelompok-14","Version Control Mengelola perubahan kode dari waktu ke waktu (siapa ubah apa, kapan, bisa rollback). Contoh: Git Issue Tracking Mencatat dan mengelola tugas/bug/fitur yang harus dikerjakan dalam proyek. Contoh: Jira Build Tool Mengotomatisasi proses build (compile, test, packaging aplikasi). Contoh: Maven"
"weneville","Apa perbedaan dari version control, issue tracking, dan build tool dalam konteks scm?","Kelompok-1","Version Control berfokus pada mengelola berbagai versi dan varian dari item konfigurasi, seperti kode program dan dokumen . Fungsi utamanya adalah melacak riwayat perubahan kode dari waktu ke waktu untuk menjaga integritas perangkat lunak . Issue Tracking berfungsi untuk melacak dan mengelola masalah, bug, serta permintaan penambahan fitur (enhancement requests) yang dilaporkan . Alat seperti Jira atau Bugzilla memberikan pelacakan secara terpusat, notifikasi penugasan, hingga data analitik terkait isu proyek . Build Tools bertujuan untuk mengotomatisasi proses kompilasi source code menjadi program yang siap dijalankan (dieksekusi) . Penggunaan alat seperti Gradle, Maven, atau Make memastikan konsistensi perangkat lunak di berbagai lingkungan, mengurangi risiko kesalahan manusia (human error), dan sangat penting dalam mendukung integrasi berkelanjutan (Continuous Integration) ."
"weneville","Apa perbedaan dari version control, issue tracking, dan build tool dalam konteks scm?","Kelompok-6","Version control menyimpan perubahan kode, Issue tracking mencatat tiap task yang harus dikerjakan, Build tool adalah tool untuk merakit software"
"weneville","Apa perbedaan dari version control, issue tracking, dan build tool dalam konteks scm?","Kelompok-12","Perbedaan ketiganya itu gampang banget dibedain dari fungsinya pas kita lagi ngerjain project. Pertama, Version Control itu fokusnya murni ngurusin file kodingan. Dia ibarat mesin waktu yang nyatet semua perubahan kode dan ngasih fitur undo kalau tiba-tiba aplikasinya error. Jadi urusannya bener-bener cuma seputar histori dan keamanan kode yang lagi diketik.  Kedua, Issue Tracking. Kalau yang ini nggak nyentuh kodingan sama sekali. Fungsinya lebih kayak papan to-do list buat ngatur tugas, jadwal, dan nyatet laporan bug yang harus dibenerin. Alat ini dipakai buat nentuin siapa ngerjain fitur apa biar anggota kelompok nggak kebingungan dan nggak ngerjain bagian yang tumpang tindih. Fokusnya murni buat ngurusin tugas dan manajemen kerjaan.  Ketiga, Build Tool. Kodingan mentah yang udah selesai diketik itu kan sebenernya nggak bisa langsung di-klik dan jalan gitu aja. Kodenya harus di-"masak", digabungin, dan diproses dulu biar jadi satu aplikasi utuh yang siap dipakai. Nah, Build Tool inilah yang otomatis ngerjain proses itu, jadi tugas utamanya adalah ngubah barisan kode mentah jadi aplikasi yang beneran jadi.  Singkatnya, alur kerjanya itu saling nyambung. Kita bagi-bagi tugas lewat Issue Tracking, lalu mulai ngetik kode dan nyimpen perubahannya dengan aman pakai Version Control, dan terakhir kodenya diolah jadi aplikasi siap pakai menggunakan Build Tool."
"weneville","Apa perbedaan dari version control, issue tracking, dan build tool dalam konteks scm?","Kelompok-5","Version Control (contohnya Git) dipakai buat ngatur source code, nyatet setiap perubahan, ngelola branch, merge code, dan memungkinkan rollback kalau ada error. Fungsinya buat menjaga codebase tetap rapi dan stabil. Issue Tracking (seperti Jira atau GitHub Issues) fokus ke pencatatan task, bug, atau request fitur dalam bentuk ticket. Sistem ini membantu tim tahu apa yang harus dikerjakan dan alasan perubahan kode dilakukan. Build Tool (misalnya Apache Maven atau Webpack) bertugas meng-compile code, mengatur dependency, menjalankan testing, lalu mengubah source code jadi software yang siap dijalankan."
"weneville","Apa perbedaan dari version control, issue tracking, dan build tool dalam konteks scm?","Kelompok11","Dalam konteks SCM, version control, issue tracking, dan build tool punya peran yang berbeda tapi saling melengkapi. Version control digunakan untuk mengelola perubahan pada source code, seperti menyimpan history, melakukan branching, dan menggabungkan code dari beberapa developer. Issue tracking berfungsi untuk mengatur pekerjaan tim, seperti mencatat bug, fitur yang harus dibuat, dan memantau progress pengerjaan. Sementara itu, build tool digunakan untuk mengubah code menjadi aplikasi yang bisa dijalankan, termasuk proses compile, mengatur dependency, dan menjalankan testing. Jadi, secara sederhana, version control fokus ke code, issue tracking ke manajemen tugas, dan build tool ke proses pembuatan aplikasinya."
"weneville","Apa perbedaan dari version control, issue tracking, dan build tool dalam konteks scm?","Kelompok-10","Version Control itu fokusnya murni ke pelacakan source code, contohnya kayak Git. Tool ini nyimpen semua history perubahan file (commit), jadi kalau kode yang baru di-upload ternyata malah bikin sistem error, kita bisa langsung rollback ke versi lama yang masih aman. Nah, kalau Issue Tracking itu bukan buat nyimpen kode, tapi buat manajemen tugas dan nge-track bug, contohnya Jira atau Trello. Di sini kita bisa nyatat fitur apa yang mau dibikin, error apa yang harus di-patch, dan siapa dari anggota tim yang lagi ditugasin ngerjain bagian tersebut. Terakhir, Build Tool itu fungsinya murni buat otomatisasi. Daripada kita ribet compile kode, masukin dependencies, dan jalanin testing secara manual satu-satu lewat terminal, tool kayak Maven atau Make bakal otomatis ngerakit source code mentah kita jadi aplikasi atau file eksekusi yang siap dipakai"
"weneville","Apa perbedaan dari version control, issue tracking, dan build tool dalam konteks scm?","Kelompok15","Version Control System berfungsi untuk mengelola perubahan source code dari waktu ke waktu. VCS mencatat revisi, memungkinkan kolaborasi antar pengembang, dan menyediakan fitur rollback. Berbeda dari VCS, Issue Tracking berfungsi untuk mengelola daftar tugas, bug, dan permintaan fitur baru. Ini adalah sistem manajemen proyek yang memastikan setiap masalah terdokumentasi dan memiliki penanggung jawab. Terakhir Build Tool berfungsi untuk Mengotomatiskan proses pengubahan source code menjadi artefak yang executable. Bertugas untuk mengcompile code, test running automation, dan mengcompile code menjadi format seperti .jar atau .exe."
